"0","Country","Country_code","Series","Series_code","Year","Number"
"6537","North America","NAC","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","48289.7175885726"
"6557","World","WLD","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","9482.15018785578"
"6577","Middle East & North Africa","MEA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","7116.06040967098"
"6597","Sub-Saharan Africa","SSF","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","1556.99943429111"
"6617","Low income","LIC","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","519.309847415031"
"6637","Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","23462.8853798635"
"6657","European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","33654.052536905"
"6677","East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","7588.17208608506"
"6697","Arab World","ARB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","5957.98900867645"
"6717","Central Europe and the Baltics","CEB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","12557.3826694129"
"6737","Latin America & Caribbean","LCN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","8913.8527816179"
"6757","Afghanistan","AFG","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","569.940728793286"
"6777","Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","760.331935200195"
"6797","Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","2201.29307778936"
"6817","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","782.692789877004"
"6837","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","32549.998231121"
"6877","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","1138.52608169241"
"6897","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","957.624744232148"
"6917","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","2145.24000707339"
"6937","Pakistan","PAK","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","1043.30020503812"
"6957","Singapore","SGP","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","46569.6795060716"
"6977","Sri Lanka","LKA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","2819.65130924227"
"6997","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","5111.90920222917"
"7017","Timor-Leste","TMP","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","884.276107947326"
"7037","Vietnam","VNM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","1333.58352396677"
"7057","China","CHN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","8027.68381013907"
"7077","India","IND","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1598.25903421916"
"7097","Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","3346.48703949478"
"7117","Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","32477.2151449234"
"7137","Korea, Rep.","KOR","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","27221.5240509661"
"7157","South Asia","SAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1542.20968206421"
"7177","North America","NAC","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","54830.9880095413"
"7197","World","WLD","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","10057.9256124952"
"7217","Middle East & North Africa","MEA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","7407.07062484373"
"7237","Sub-Saharan Africa","SSF","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1588.47739104213"
"7257","Low income","LIC","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","617.707828253666"
"7277","Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","22112.3949356731"
"7297","European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","32004.9240207692"
"7317","East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","9397.92140089318"
"7337","Arab World","ARB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","6545.21775260574"
"7357","Central Europe and the Baltics","CEB","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","12403.3286691449"
"7377","Latin America & Caribbean","LCN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","8363.56275520973"
"7397","Afghanistan","AFG","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","594.323081219966"
"7417","Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1211.70153057661"
"7437","Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","2655.99889161858"
"7457","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1158.6899035244"
"7477","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","42327.8399570345"
"7517","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1818.44137293236"
"7537","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1161.48815791087"
"7557","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","2904.20208191528"
"7577","Pakistan","PAK","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1434.69666504969"
"7597","Singapore","SGP","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","52888.7446717529"
"7617","Sri Lanka","LKA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","3926.17439589454"
"7637","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","5814.76976382355"
"7657","Timor-Leste","TMP","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","1157.99295590816"
"7677","Vietnam","VNM","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","2111.13802366815"
