"0","Country","Country_code","Series","Series_code","Year","Number"
"4735","European Union","EUU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","28.6433758058934"
"4755","East Asia & Pacific","EAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","23.2740727906056"
"4775","Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","31.3446059473622"
"4795","Central Europe and the Baltics","CEB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","33.3864782866699"
"4815","Latin America & Caribbean","LCN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","17.2676800577775"
"4835","Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","0"
"4855","Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","10.864634213863"
"4875","Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","37.7689358057924"
"4895","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","31.1841815310837"
"4915","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","142.934979794568"
"4935","Korea, Dem. People’s Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","0"
"4955","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","23.2203889147564"
"4975","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","0"
"4995","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","36.3572830571195"
"5015","Pakistan","PAK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","16.709969655752"
"5035","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","181.221638639441"
"5055","Sri Lanka","LKA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","35.597629130901"
"5075","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","41.5323943020797"
"5095","Timor-Leste","TMP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","0"
"5115","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","1995","32.8128561801646"
"5135","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","21.2356734933422"
"5155","India","IND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","12.7732329729492"
"5175","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","40.9773085458247"
"5195","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","10.8773781037932"
"5215","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","35.0088675022769"
"5235","South Asia","SAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","13.646244506655"
"5255","North America","NAC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","13.7114971397845"
"5275","World","WLD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","26.2582537164778"
"5295","Middle East & North Africa","MEA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","38.8931675286552"
"5315","Sub-Saharan Africa","SSF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","37.9605331371698"
"5335","Low income","LIC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","17.9103879875731"
"5355","Europe & Central Asia","ECS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","35.6411573835324"
"5375","European Union","EUU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","34.3917418206018"
"5395","East Asia & Pacific","EAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","27.6052004989523"
"5415","Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","42.6001077162412"
"5435","Central Europe and the Baltics","CEB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","39.580889162642"
"5455","Latin America & Caribbean","LCN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","19.2356666649913"
"5475","Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","0"
"5495","Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","12.3442012279919"
"5515","Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","28.9843984306466"
"5535","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","49.8462352302926"
"5555","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","141.764080924052"
"5575","Korea, Dem. People’s Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","0"
"5595","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","30.0958469211659"
"5615","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","0.538837892336937"
"5635","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","51.3692937500814"
"5655","Pakistan","PAK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","13.4413246244032"
"5675","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","189.181243898202"
"5695","Sri Lanka","LKA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","39.015700886425"
"5715","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","64.8402123703332"
"5735","Timor-Leste","TMP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","20.6521739130435"
"5755","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2000","49.9662477347537"
"5775","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","34.5123814563391"
"5795","India","IND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","19.2801488302069"
"5815","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","34.0672676279992"
"5835","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","14.3126554118551"
"5855","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","36.8096536052019"
"5875","South Asia","SAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","19.0335074730248"
"5895","North America","NAC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","12.4284770370355"
"5915","World","WLD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","28.7661281315151"
"5935","Middle East & North Africa","MEA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","48.9485366090463"
"5955","Sub-Saharan Africa","SSF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","33.9843047264787"
"5975","Low income","LIC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","21.8996579037629"
"5995","Europe & Central Asia","ECS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","36.0627737798619"
"6015","European Union","EUU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","35.570489936858"
"6035","East Asia & Pacific","EAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","34.7896789812928"
"6055","Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","52.6374158364871"
"6075","Central Europe and the Baltics","CEB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","46.6237695728316"
"6095","Latin America & Caribbean","LCN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","24.1991849522165"
"6115","Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","27.3952555550972"
"6135","Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","14.3928418979283"
"6155","Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","39.0608371021755"
"6175","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","64.0847072521061"
"6195","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","194.65196069753"
"6215","Korea, Dem. People’s Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","0"
"6235","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","34.157526536643"
"6255","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","0.17845542977487"
"6275","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","46.1369847859663"
"6295","Pakistan","PAK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","15.6894954323083"
"6315","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","226.079434537001"
"6335","Sri Lanka","LKA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","32.3368729874893"
"6355","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","68.4027348675386"
"6375","Timor-Leste","TMP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","8.14663951120163"
"6395","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2005","63.6994926701393"
"6415","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","26.2674146436714"
"6435","India","IND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","22.5911946333731"
"6455","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","24.2990309366408"
"6475","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","15.2223982544017"
"6495","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","49.4194931194618"
"6515","South Asia","SAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","21.1402890971817"
"6535","North America","NAC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","13.9076370938782"
"6555","World","WLD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","28.895553334536"
"6575","Middle East & North Africa","MEA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","45.4330498417222"
"6595","Sub-Saharan Africa","SSF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","31.739015940836"
"6615","Low income","LIC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","24.844819498587"
"6635","Europe & Central Asia","ECS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","38.0278829797843"
"6655","European Union","EUU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","38.3286210904921"
"6675","East Asia & Pacific","EAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","32.4220797868578"
"6695","Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","49.9340177504134"
"6715","Central Europe and the Baltics","CEB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","52.3970102789977"
"6735","Latin America & Caribbean","LCN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","21.6185755549952"
"6755","Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","10.0238497500877"
"6775","Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","16.0241126856916"
"6795","Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","42.4527911499786"
"6815","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","54.0827827917917"
"6835","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","219.41213692035"
"6855","Korea, Dem. People’s Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","0"
"6875","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","35.810296769958"
"6895","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","0.109123504913292"
"6915","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","34.8032929533078"
"6935","Pakistan","PAK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","13.5162678459051"
"6955","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","199.258998681913"
"6975","Sri Lanka","LKA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","19.5523216979738"
"6995","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","66.1478252707129"
"7015","Timor-Leste","TMP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","9.86214209968187"
"7035","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2010","72.0023637889581"
"7055","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","22.0868951705441"
"7075","India","IND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","19.9386789230195"
"7095","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","21.0919758044029"
"7115","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","17.9005349074336"
"7135","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","45.9011421530273"
"7155","South Asia","SAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","18.8315213092046"
"7175","North America","NAC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","14.2765594619976"
"7195","World","WLD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","29.5297522530827"
"7215","Middle East & North Africa","MEA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","44.9210670391767"
"7235","Sub-Saharan Africa","SSF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","24.8809269965467"
"7255","Low income","LIC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","20.6109215779664"
"7275","Europe & Central Asia","ECS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","42.1710619210762"
"7295","European Union","EUU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","43.2422107739008"
"7315","East Asia & Pacific","EAS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","30.6012600625525"
"7335","Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","45.1108436465612"
"7355","Central Europe and the Baltics","CEB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","63.6483710423478"
"7375","Latin America & Caribbean","LCN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","20.5311830559323"
"7395","Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","7.1496011812672"
"7415","Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","17.3366749302778"
"7435","Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","32.884410653588"
"7455","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","61.7184237585908"
"7475","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","201.605632416179"
"7495","Korea, Dem. People’s Rep.","PRK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","0"
"7515","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","36.0091486530619"
"7535","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","20.7801718550801"
"7555","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","28.1893516298482"
"7575","Pakistan","PAK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","10.5850939717431"
"7595","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","176.494963449602"
"7615","Sri Lanka","LKA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","20.5255999613707"
"7635","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","69.059058656694"
"7655","Timor-Leste","TMP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","0"
"7675","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","2015","89.7792486373269"
"7","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","25.43"
"27","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","22.423"
"47","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","18.011"
"67","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","7.6"
"87","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","14.344"
"107","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","22.1835466837848"
"127","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","9.34680857980552"
"147","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","17.7509741375176"
"167","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","19.8537429855262"
"187","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","24.1849619655123"
"207","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","25.1147709456471"
"227","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","10.3526687023691"
"247","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","10.2328891583822"
"267","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","20.9828037851272"
"287","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","19.7524898506205"
"307","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","8.63217671623915"
"327","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","13.0120601435344"
"347","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","32.403"
"367","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","20.258"
"387","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","31.266"
"407","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","21.772"
"427","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","5.921"
"447","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","14.165"
"467","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","20.313"
"487","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","21.793"
"507","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","11.181"
"527","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","20.715"
"547","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","6.2"
"567","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","12.263"
"587","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","13.18"
"607","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","29.311"
"627","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1960","12.044"
"647","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","9.5"
"667","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","19.739"
"687","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","15.56"
"707","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","7.1"
"727","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","11.438"
"747","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","19.4970429736444"
"767","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","9.23446941550885"
"787","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","13.2116143609957"
"807","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","17.3339324602292"
"827","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","22.305899004435"
"847","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","23.2300276794108"
"867","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","10.0748402875059"
"887","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","10.2800912011178"
"907","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","10.2326394299436"
"927","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","17.4183854885416"
"947","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","8.67907391599731"
"967","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","11.5733094563606"
"987","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","29.992"
"1007","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","18.016"
"1027","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","29.212"
"1047","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","20.843"
"1067","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","5"
"1087","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","12.412"
"1107","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","19.235"
"1127","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","18.277"
"1147","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","9.959"
"1167","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","17.559"
"1187","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","5.5"
"1207","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","9.713"
"1227","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","11.637"
"1247","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","26.524"
"1267","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1965","10.324"
"1287","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","7.6"
"1307","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","17.224"
"1327","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","13.265"
"1347","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","6.9"
"1367","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","8"
"1387","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","17.2980792510318"
"1407","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","9.29235484540544"
"1427","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","11.9664258871663"
"1447","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","14.9811165677698"
"1467","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","20.6252131781523"
"1487","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","21.3542787831675"
"1507","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","10.2274724289936"
"1527","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","10.5507009233319"
"1547","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","8.57207920534352"
"1567","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","15.236250022675"
"1587","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","9.62540696114855"
"1607","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","10.2351994555362"
"1627","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","27.619"
"1647","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","18.85"
"1667","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","26.265"
"1687","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","19.868"
"1707","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","5.1"
"1727","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","9.538"
"1747","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","18.275"
"1767","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","15.27"
"1787","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","8.917"
"1807","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","15.168"
"1827","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","5.2"
"1847","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","7.875"
"1867","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","10.071"
"1887","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","1970","22.843"
