Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1965 [YR1965],1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Indonesia,IDN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.47,..,..,..
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,3.90000009536743,6.09999990463257,11.1999998092651,10.3000001907349,9.10000038146973,8.39999961853027,7.90000009536743,7.09999990463257,6.59999990463257,6.09999990463257,6.30000019073486,6.19999980926514,..,..
Indonesia,IDN,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,29.3750343099893,39.3982879306963,40.0674975354473,24.238053251847,30.8641745848922,30.971694552798,32.9148833433735,27.7713614054463,21.6060102652593,23.0637781204467,19.5903209541535,..
Indonesia,IDN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,34.4,7.333,5.893,3.999,3.18971629952475,3.28838738104322,2.53187560750083,2.14412680479297,1.77338188532309,1.68676678017478,2.0668174536709,2.43104248114155,2.98077319398805
Indonesia,IDN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,160.127494506116,198.075996305365,225.666885335946,268.431440906049,293.12547498047,335.759459650498,375.465041807357,396.062033530887,419.881376030571,..
Indonesia,IDN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,6,8.6886536004225,9.26709337944601,9.20208717207287,9.10289522098578,10.114430240452,10.6648799971892,10.9856752199267,12.2371428767523,12.4665107344589,12.7618102631708,13.6058696263685,14.6746165710908
Indonesia,IDN,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,..,..,..,..,9.52811817179623,19.3046300284626,50.9536946336655,53.4784279074618,19.4493127243582,25.5393578387929,23.8680202332176,25.1634494347,26.2964295414532,24.8947731439176,24.3564989277379,26.8785415281316,29.8880264313911,32.3703350083152,32.943515720616,33.0502753057607,..
Indonesia,IDN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,15.8892875448488,13.285533951919,19.7200593083832,35.3236304908048,44.8990772979622,36.7102040059839,42.1718719362036,41.8008443540993,45.9253938367783,46.5410588710711,46.9435587410796,46.7991415207073,48.0607447690172,47.6521225811621,42.7758663362749,43.9134234267133,43.5937444233376,42.6356774375889,41.8973438051025,40.0148073054757,..
Indonesia,IDN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,35.366478728857,33.1547882749895,38.3823374101796,38.3587931548349,36.9304456234583,41.9280719794385,44.7088724831951,41.0608017656451,38.4726349304298,40.3323224888783,40.0826385396719,39.4841753758365,37.457515026462,37.0577298834625,40.6659902908934,40.5846042111279,40.8733748934867,41.5165374799893,42.2673587210333,43.3238451323323,..
Indonesia,IDN,"Population, total",SP.POP.TOTL,87792512,100308896,114834781,130724118,147490366,165012195,181436821,196957845,211540428,226254703,229263980,232296830,235360765,238465165,241613126,244808254,248037853,251268276,254454778,257563815,..
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,100,..,100,..,..,..,..,..,100,..,100,..,..,..,..
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,1684.21296749465,3880.04556951185,7894.8025779114,9647.30051059253,20851.9700649272,34591.0735343049,30217.8569674139,29413.0219366678,28051.4922177894,28116.4868095343,30890.8221602746,31475.2382996102,34825.8271778195,37655.639332647,38266.6406531755,31850.8103114621,29768.4738504608,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,5.14185841196538,4.58256318578331,3.08335702045344,2.69960198132701,2.12172965473676,1.69479928835515,1.53557797501596,1.16955738465851,1.13588326783999,1.10579072517651,1.09991798137695,1.11582067204398,1.13543373986449,1.11075898964067,1.16669312482812,1.13897287015717,1.1128993798326,..,..
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6,7.1,6.9,6.2,6.1,6.2,6.7,7.41,7.7,8.5307537586188,8.53,8.71,9.1,9.1,9.5,9.9,10,10.1,10,..,..
Japan,JPN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,34
Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1110.26340464143,1775.83608911542,3222.00392927308,4028.66714311238,4717.68765734445,5327.79866505457,6486.15394578143,7364.89449054919,7975.20556908935,8212.68969187544,8246.6250567053,8474.37910641323,8052.57568540484,7808.07047412278,8337.12813305224,7841.45949220934,7752.71602544558,7835.60393668783,..,..,..
Japan,JPN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,10.3999996185303,8.80000019073486,7.19999980926514,5.69999980926514,5.09999990463257,4.40000009536743,4.30000019073486,4.19999980926514,4.19999980926514,4.19999980926514,4,..,3.79999995231628,3.70000004768372,..,..,..
Japan,JPN,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,35.2999992370605,34.9000015258789,34.0999984741211,33.5999984741211,31.2000007629395,28.3999996185303,28.5,28.2999992370605,27.7999992370605,26,25.3999996185303,..,25.8999996185303,25.7999992370605,..,..,..
Japan,JPN,Employment in services (% of total employment),SL.SRV.EMPL.ZS,..,..,..,..,54,56,58.2000007629395,60.4000015258789,63.0999984741211,66,66.0999984741211,66.3000030517578,66.8000030517578,68.8000030517578,69.5,..,69.1999969482422,69.0999984741211,..,..,..
Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.7229408129351,10.5176731688727,10.5934991836337,12.5448940475832,13.4226557146787,14.094813740854,10.2880224373708,8.97179683136026,10.6244850068159,14.012441121792,15.8729022962927,17.4933165716298,17.4240377234641,12.5209141554358,15.0367569834071,14.9249962098743,14.5447525563827,15.9153981234384,17.5463793902254,17.6358772070693,..
Japan,JPN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,34339324665.5463,46205395349.624,60549386566.5097,51358484681.0391,89018788218.0295,61450645280.7978,72215534552.4661,117685915139.306,117085390234.641,145036160640.494,117845643988.819,130781791539.411,..
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,478.995340162869,919.776688184802,2003.64704735892,4581.57438948162,9307.8392945921,11465.7257816258,25123.6317862131,43440.3678678967,38532.0408752935,37217.648727917,35433.988963743,35275.2284312667,39339.2975731826,40855.1756354596,44507.6637099867,48173.9344592983,48629.1996899952,40488.2432036925,38139.4223595003,34523.7007742331,..
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,19229.6658066199,23416.551783208,26795.2074273936,31663.4530989772,33057.5896106881,34529.1333648016,34798.7658977271,33099.2703565228,34996.3244625316,35779.0974134685,37211.0692189731,39023.0717032349,39449.442598389,40763.4036991279,..
Japan,JPN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,32.11,..,..,..,..,..,..,..,..
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,3.20000004768372,4.80000019073486,4.40000009536743,4.09999990463257,3.90000009536743,4,5,5,4.5,4.30000019073486,4,3.70000004768372,..,..
Japan,JPN,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,4.31711212689404,1.84254190614904,1.85703417346284,2.42776027339346,2.90932257463771,3.09302019296165,4.50601474344329,5.39029367105885,11.1186362960575,17.5493999175265,24.0511533082033,..
Japan,JPN,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,5.3,1.8,1.8,1.5,2.4,2.4,2.45044231320082,2.42819612499053,2.42960156013999,2.33909969324249,1.92762495332285,1.64222104873677,1.47100384602557
Japan,JPN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,4.6,..,4.8,5.3,4.5,4.3,5.3,5.1,5.1,5.48321560266042,5.50005216916831,5.82015282953083,5.47149174917763
Japan,JPN,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,56.3112078915009,81.8059924642562,102.445481751677,118.871935619974,119.422448973006,136.474688589661,172.106678244726,175.007614014626,184.707730688468,96.4263446210579,96.2913925133195,94.9366376759913,98.0013661965637,103.710431643653,101.121925900847,101.675917286738,103.592371219168,105.949871178173,104.994743993553,103.611058963496,..
Japan,JPN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,..,43.6706382232372,39.410635329906,39.057963192336,38.2265599379756,38.0535987260867,32.0158468239398,30.0034337747299,26.9671473806602,26.9749776577718,27.1546004758693,26.3948473006224,24.964941517919,26.46847904559,25.0987680252414,25.0093857024703,25.0957052758034,25.4725501187734,..,..
Japan,JPN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,51.1875033647974,56.0068014843107,57.8586797872106,59.0738380806974,59.8246716191765,66.289353887705,68.4609882502541,71.8632952346813,71.8891390743882,71.7396087989542,72.5052347180007,73.9192378100371,72.3960872145455,73.7904729851179,73.8239211727016,73.7653218540394,73.414550501394,..,..
Japan,JPN,"Population, total",SP.POP.TOTL,92500572,98883000,104345000,111940000,116782000,120754000,123537000,125439000,126843000,127773000,127854000,128001000,128063000,128047000,128070000,127817277,127561489,127338621,127131800,126958472,..
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,94.23774,..,98,..,..,..,..,..,99.7,..,100,..,..,..,..
"Korea, Rep.",KOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,261.26788725845,551.240728623683,1555.02074232908,2198.10913750724,5821.00050414524,10613.2585231385,9817.81196590495,15284.0775578004,17212.2461187926,19086.5640117268,16705.6118812721,14761.621143516,18106.0507273752,19719.4827862772,19955.1603972596,21104.4531336569,22712.4484879421,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,97.9659423828125,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,39.3596440958427,27.5212909009413,25.3888425981034,15.1114230661872,12.5106833008479,8.2155013469382,5.82174113394062,4.39289926300698,3.14743707438983,2.98878589706223,2.70926496676777,2.5076852628648,2.58800429460862,2.47112081563911,2.51695061358419,2.45914535807158,2.33550569155398,2.32942957081837,2.30959393937043,..
"Korea, Rep.",KOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.344,11.438,8,7.7,7.3,5.9,5.6,5.3,5.2,5,5,5,5,5,5.1,5.1,5.3,5.3,5.3,..,..
"Korea, Rep.",KOR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5
"Korea, Rep.",KOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,501.718714680608,913.629355959634,1340.12995817452,2373.21440622182,3881.02443681325,5906.95933303936,7803.84309909181,8050.8235083203,8477.17910322087,8791.28592960736,8900.28184679943,9744.39250257729,10161.946377862,10345.60110371,10427.8863327435,..,..,..
"Korea, Rep.",KOR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,34,24.8999996185303,17.8999996185303,12.3999996185303,10.6000003814697,7.90000009536743,7.69999980926514,7.59999990463257,7.19999980926514,7,6.59999990463257,6.40000009536743,6.19999980926514,6.09999990463257,..,..,..
"Korea, Rep.",KOR,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,29,30.7999992370605,35.4000015258789,33.2999992370605,28.1000003814697,26.7999992370605,26.2999992370605,25.5,25,24.3999996185303,24.8999996185303,24.7999992370605,24.5,24.3999996185303,..,..,..
"Korea, Rep.",KOR,Employment in services (% of total employment),SL.SRV.EMPL.ZS,..,..,..,..,37,44.2999992370605,46.7000007629395,54.2999992370605,61.2000007629395,65.1999969482422,66,66.9000015258789,67.9000015258789,68.5,68.5,68.9000015258789,69.3000030517578,69.5,..,..,..
"Korea, Rep.",KOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,3.15810788320985,8.30201065727812,12.8871094685693,25.3072321914084,30.1880287093422,29.780569126321,25.8943027105826,26.6526825471188,35.0088675022769,36.8096536052019,37.1662636873734,39.1846770759826,49.9614030773599,47.5497604513923,49.4194931194618,55.7474744518756,56.3402505748638,53.8750763058176,50.2755337484346,45.9011421530273,..
"Korea, Rep.",KOR,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,-4200000,252500000,87600000,1381400000,-6667300000,-5313200000,3607400000,13247400000,8445100000,8414000000,18782500000,19931700000,21136200000,15593200000,18765600000,22597800000,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.596857664865,105.126237154492,291.859011207037,646.174948535129,1778.48024024935,2542.04197955182,6642.45121752995,12403.913223896,11947.5772472444,18657.5212532106,20917.0302377023,23101.5102258935,20474.8868492383,18338.7063660256,22151.2088921324,24155.8298493082,24453.9719124644,25997.8810547699,27989.3539925863,27221.5240509661,..
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,8436.24601419891,13371.9896745732,18083.0812551455,24219.788858625,25863.2194857162,27872.0883687698,28718.0448442489,28392.7563625682,30465.2450528476,31327.1268995123,32222.59394254,32816.1588881234,33856.5788281048,34647.0747842473,..
"Korea, Rep.",KOR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,2.09999990463257,4.40000009536743,3.70000004768372,3.40000009536743,3.20000004768372,3.20000004768372,3.59999990463257,3.70000004768372,3.40000009536743,3.20000004768372,3.09999990463257,3.5,..,..
"Korea, Rep.",KOR,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,10.5341763666217,9.93384635240979,7.98306378934419,8.02031359432334,7.73687880591736,7.38121844458194,7.15915421954929,7.17948174494043,7.10496999798684,7.04288703525079,6.85832475671261,..
"Korea, Rep.",KOR,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,8.9,1.2,0.8,0.7,0.571914662174038,0.584500588542436,0.588001422921593,0.484155586674748,0.594291798596701,0.570682157690436,0.621760882409135,..,..
"Korea, Rep.",KOR,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,4.6,..,..,..,6.29546466017741,7.29425758432259,7.59541892065313,8.11364611933167,8.23125843170656,8.27254892228599,8.035683628189,..,..
"Korea, Rep.",KOR,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,4.94561752766775,10.2227603010434,31.4601512507272,31.5510241073047,38.3329934053981,44.3125374665779,46.8055673398343,46.5396490123532,71.9882805704484,114.818779420205,127.221307677641,134.879955941858,148.34046985574,144.526577921935,135.927775608785,138.133292813509,136.693009275211,134.90779549887,138.358170522932,140.570506960932,..
"Korea, Rep.",KOR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,21.3131607447584,24.4845360824742,27.3895964766099,34.1662172526213,36.1037156366632,38.1849035561578,38.3787930137984,38.0924288326048,37.4974278459589,36.858007845705,37.0099876660484,36.2774218791248,36.6784083908573,38.2697298921575,38.3806785733236,38.0698116936037,38.413302987382,38.0609427442178,37.9834982648594,..
"Korea, Rep.",KOR,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,39.3271951593989,47.9941730165845,47.2215609252867,50.7223596811916,51.3856010624889,53.599595096904,55.7994658522609,57.5146719043882,59.3551350796512,60.1532062572327,60.2807473671839,61.2148928580104,60.7335873145341,59.2591492922033,59.1023708130922,59.4710429483247,59.2511913210641,59.6096276849638,59.7069077957701,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,25012374,28704674,32240827,35280725,38123775,40805744,42869283,45092991,47008111,48138077,48371946,48597652,48948698,49182038,49410366,49779440,50004441,50219669,50423955,50617045,..
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,75.6491852684833,..,79.3131738370637,..,..,..,..,..,83.0786454092858,..,84.58465175114,..,..,..,..
World,WLD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,694.378347872655,1215.9782823392,2020.52690512185,2137.53912382465,3500.32879917111,4445.16874134803,4529.97427636196,5977.56876699808,6411.0205400692,7109.99556985941,7566.16293483594,7203.01557903997,7828.94673715621,8526.95891641599,8672.60641555148,8800.96014187096,8962.71670909669,..,..
World,WLD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,75.8967514038086,..,81.9004669189453,..,..,..,..,..,85.3133850097656,..,..,..,..,..,..
World,WLD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,8.02807777185589,5.21555625307441,4.39962387629094,4.14729304206283,4.05177547022208,4.02977760599467,3.96924894071999,3.9210305573743,3.96840645267632,3.89092172147899,4.00570545810424,3.90856519159582,..,..
World,WLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.7509741375176,13.2116143609957,11.9664258871663,11.140973570678,10.2655830794574,9.78480290896172,9.23175392834024,8.95003434173414,8.54412861297125,8.24723287541701,8.18472302361093,8.12814121733707,8.09346844639097,7.99802053331254,7.9493685500887,7.88127255781261,7.84664790786247,7.78892705199524,7.74768918151096,..,..
World,WLD,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.4631578947368,95.4842105263158
World,WLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,1355.234464438,1587.22615832218,1719.8535208505,2120.42776243575,2194.94980070309,2377.80762309474,2651.29981029108,2724.63471721342,2816.33464557546,2843.3160342056,2798.26825796528,2956.76193202083,3021.38000923319,3047.21303289295,3104.38222428944,..,..,..
World,WLD,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,36.1033053008933,22.9000369087337,13.6945981830313,..,..,..,19.8082779248443,..,..,..,..,..,..
World,WLD,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,19.97294429776,27.7653060821069,30.539317314153,..,..,..,28.8218165183864,..,..,..,..,..,..
World,WLD,Employment in services (% of total employment),SL.SRV.EMPL.ZS,..,..,..,..,..,..,..,..,35.9186436868716,48.1751040590453,54.3326554737861,..,..,..,50.89781622098,..,..,..,..,..,..
World,WLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.0077026503893,12.0623424535275,13.4548630959636,16.4734499989804,18.9620429899775,19.0658356467371,19.5616302983706,22.0961158965236,26.2582537164778,28.7661281315151,30.0704356957728,30.2540302482329,30.8015223731068,26.5990797279741,28.895553334536,30.5828289444028,30.6054947968581,30.4470758726011,30.2930244372743,29.5297522530827,..
World,WLD,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,445.775652606464,585.366146035004,796.877760030731,1435.94216940491,2495.65722620095,2611.63923724366,4262.08578279162,5386.13201642329,5460.10926902833,7247.19145283087,7754.18123961564,8627.7075732058,9344.95411673891,8748.39368606291,9482.15018785578,10407.4066120317,10499.457656422,10664.4137011866,10794.5834802756,10057.9256124952,..
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,5431.5174738693,6455.30998164355,7907.74391361113,10071.6160768039,10904.7627456719,11675.701208043,12216.0869001529,12193.3076179177,12853.5441067036,13557.9571902555,14085.7287674159,14637.7207187796,15217.117208384,15672.7968353644,..
World,WLD,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,6.12106165963567,6.35534479907825,6.15932066298237,5.89997626027573,5.48362696436572,5.6924500657396,6.25437159868707,6.11365618361414,5.99469009955319,5.99481616391903,5.99341814950671,5.93229864405431,..,..
World,WLD,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,15.0230074854865,15.2911112884624,17.1091182534109,14.3548311044532,17.5978815282231,18.7505227411441,16.7618206272571,17.1465444982264,18.7327668224363,17.2604029290781,18.5175288308689,..
World,WLD,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,9.65,3.85,3.1,2.7,2.99164564845857,4.20749734850676,4.01173504930935,3.8888181360321,3.73825450719312,4.15037241131952,4.10424686184486,4.34151201326804,3.91304412677983
World,WLD,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.5920155824227,..,132.292829637109,136.837642539717,..,..,..
World,WLD,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,8.75,..,9.15,8.9,8.9353259000694,9,9.38465355977434,9.55117179879345,9.95030599591593,9.56590243968085,9.97372376365138,10.0867269225816,10.3354020620228
World,WLD,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,31.7057667843881,40.5405758701626,46.8584957109095,52.7112117191957,57.0648421676529,62.1090590309699,78.6693793049057,81.7977570138226,81.473076617615,77.9209496761627,80.2632072400202,83.2079673056098,84.7653613817571,85.6693971671308,83.329953539028,82.2024225807316,82.5016570422847,83.2239978880534,84.5147108701433,87.7301626448132,..
World,WLD,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,33.5083198310612,30.7002798161326,30.0051121406681,30.2579994394455,30.1424146927876,29.8622673027507,28.1851444992622,28.7302408895803,28.8339290951542,28.4146509255925,28.0547382637176,27.7237320350294,..,..
World,WLD,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,..,..,58.4099384454792,64.3614549055184,65.6691284689608,65.644986271445,65.8294793888433,66.0835622026881,67.8905077114734,67.3221072715043,67.130391162039,67.6284270896203,67.8625037408801,68.290652724526,..,..
World,WLD,"Population, total",SP.POP.TOTL,3035055570,3326054230,3684996710,4065954672,4436734568,4841376791,5283057867,5705843054,6115444311,6513959904,6594722462,6675832678,6758302523,6840955706,6923684085,7006907989,7089451551,7176092192,7260780278,7346633037,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,21.62,..,32,..,..,..,..,..,55.2,..,59.6,..,..,..,..
Bangladesh,BGD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,244.92147595289,191.036458934126,220.950014504413,273.48837713058,297.602135166351,378.540767424734,451.46355528004,459.401108154687,504.858405092547,576.361148621349,656.493949133343,727.508782765512,801.949876034881,830.340384065139,920.607276956629,1034.81951880559,..,..
Bangladesh,BGD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.5752182006836,61.4938316345215,..
Bangladesh,BGD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,57.4743123752637,52.8186947728848,54.5614999911132,61.9541391335466,31.5543184034894,34.8220183615869,32.7528871153534,26.384326429742,23.7727413382012,19.5998678384595,19.0083995785756,18.7060942246875,18.4722366949549,17.8687831382765,17.8104984541829,17.7131672557919,17.0939529297194,16.276070808657,16.1089980050769,15.5074719341824,..
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.258,18.016,18.85,17.796,14.221,12.44,10.292,8.338,6.925,6.132,6.014,5.907,5.813,5.728,5.652,5.582,5.517,5.457,5.401,..,..
Bangladesh,BGD,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178,176
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,16.9971703992158,18.7060211855399,32.6935875908946,48.4605399862861,76.0801301262386,101.720938667172,171.279672545114,191.612441374484,200.576171988716,202.000003062344,220.044801991565,240.672574117573,258.484676557987,275.703467816317,293.024711264937,..,..,..
Bangladesh,BGD,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,57.7000007629395,..,..,62.0999984741211,48.0999984741211,..,..,..,..,47.5,..,..,..,..,..,..
Bangladesh,BGD,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,..,11.5,..,..,10.3000001907349,14.5,..,..,..,..,17.7000007629395,..,..,..,..,..,..
Bangladesh,BGD,Employment in services (% of total employment),SL.SRV.EMPL.ZS,..,..,..,..,..,26,..,..,23.5,37.4000015258789,..,..,..,..,35.2999992370605,..,..,..,..,..,..
Bangladesh,BGD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.99668529799247,9.66271640919629,8.31311289260521,2.89507889386174,5.49428379105126,5.38447860037049,5.90831648660892,10.864634213863,12.3442012279919,14.3928418979283,16.3534635652888,16.9953348464905,17.6588584820757,16.9401329056133,16.0241126856916,19.9220749554939,20.1615888634893,19.5378741103687,18.9896599950107,17.3366749302778,..
Bangladesh,BGD,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,-3238781.18895631,-1896372.12711773,-280384629.677983,-758530217.355429,-452928348.08698,-516766232.527525,-1137762261.22987,-720457353.571077,-1165816161.07858,-967290773.513049,-1295344530.46955,-2056085292.75007,-2497421015.99741,-3330472365.74963,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,88.689453391453,105.787309773651,138.245986024041,272.970178520067,222.924264551112,239.513836321076,298.144991987964,320.36192771435,406.531740491075,485.852888073473,495.853780201055,543.082263122362,618.075883559283,683.614422272329,760.331935200195,838.547801702232,858.933362587621,954.396399715624,1086.80008676935,1211.70153057661,..
